"image","caption","negative_caption","negative_image","type","subtype","text_score_i0","text_score_i1","image_score_c0","image_score_c1","text_score","image_score","group_score"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7F832CB87CA0>","A woman standing at a kitchen counter pouring something from a measuring cup.","A woman standing at a kitchen counter pouring something from a measuring cup and holding a spatula.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB87D30>","add","obj","True","False","True","False","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F832CB87DC0>","A man wearing glasses eating a hot dog.","A man and a child wearing glasses are eating a hot dog.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB878E0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=388x640 at 0x7F832CB879A0>","A bride and groom near their wedding cake.","A bride, groom, and flower girl are near their wedding cake.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB87C10>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832CB87AF0>","Searchlights in front view and a plane on a wide runway in the background.","Searchlights in front view and a helicopter and a plane on a wide runway in the background.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB87B80>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x424 at 0x7F832CB87C40>","A night time street scene of a street light and church.","A night time street scene of a street light, church, and skyscraper.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB87CD0>","add","obj","True","False","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7F832CB87100>","An urban street with a streetlight, one way sign, and people walking.","An urban street with a park bench, streetlight, one way sign, and people walking.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB9E3A0>","add","obj","False","True","True","False","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F832CB9E2B0>","Pair of giraffes exploring a large, airy zoo enclosure.","A pair of giraffes and a monkey are exploring a large, airy zoo enclosure.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB9E160>","add","obj","False","True","True","False","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x514 at 0x7F832CB9E400>","A bird with outstretched blue wings is sitting on some bird feeder.","A bird with outstretched blue wings is sitting on a bird feeder with a squirrel.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB9E430>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=361x640 at 0x7F832CB9E460>","A single slice of pizza with ham slices on it  on a plate.","A single slice of pizza with ham slices and pineapple chunks on it on a plate.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB9E4C0>","add","obj","False","True","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832CB9E550>","Baseball players taking baseball bats from a wall.","Baseball players and a coach are taking baseball bats from a wall.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB9E5E0>","add","obj","False","False","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F832CB9E670>","A man in white shirt and black shorts playing tennis.","A man and a woman in white shirt and black shorts are playing tennis.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB9E6D0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=336x500 at 0x7F832CB9E760>","Two women playing a game with a nintendo wii controller.","Two women and a child are playing a game with a nintendo wii controller.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB9E7F0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x458 at 0x7F832CB9E700>","Two animals playing outside on a tree branch.","Two animals playing outside near a water fountain and a tree branch.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB9EAF0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7F832CB9EE80>","Two people are playing in sand with a frisbee.","Two people are playing in sand with a frisbee and a beach ball.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB9EDF0>","add","obj","False","True","True","True","False","True","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F832CB9ED60>","Three men are skiing down a snow covered hill.","Two women and three men are skiing down a snow covered hill.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB9ECD0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7F832CB9EF70>","A man riding skis down a snow covered slope.","A man riding a snowboard down a snow covered slope.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB9EFD0>","add","obj","True","True","True","False","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832CB9E2E0>","A picture of a couple that just got married lying in a bed.","A picture of a couple that just got married lying in a bed with a book.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB9EEB0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F832CB9E040>","A woman on skis sliding down a snowy hill.","A woman and a child on skis sliding down a snowy hill.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB9E370>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x370 at 0x7F832CB3C220>","A man is sleeping with his head on a pillow.","A man and a woman are sleeping with their heads on pillows.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB3C370>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F832CB3C2B0>","A person is sitting with their dog watching tv.","A person is sitting with their dog and cat watching tv.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB3C2E0>","add","obj","False","True","True","True","False","True","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F832CB3C400>","A group of people riding skis across a snow covered slope.","A group of people on sleds and skis are racing across a snow covered slope.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB3C490>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7F832CB3C520>","A woman in a dress and pale makeup sitting by a table.","A woman in a dress and pale makeup sitting by a table with a lamp.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB3C3D0>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=431x640 at 0x7F832CB3C460>","A dog and a horse stand together in a field.","A dog and a horse and a chicken stand together in a field.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB3C4F0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F832CB3C5B0>","People playing a game on green grass in front of a building.","People playing a game on green grass in front of a building with a fountain.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB3CA30>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x445 at 0x7F832CB3C9A0>","A boy is hitting a tennis ball on a tennis court.","A girl and a boy are hitting a tennis ball on a tennis court.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB3C910>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F832CB3CB50>","Two men playing a video game in the house.","A woman and two men are playing a video game in the house.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB3CBE0>","add","obj","False","True","True","False","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F832CB3CC70>","An man standing in a kitchen with a small puppy.","An man standing in a kitchen with a small puppy and a parrot.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB3CD00>","add","obj","True","True","True","False","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=612x612 at 0x7F832CB3CD90>","Two adults and children wearing baseball uniforms and hats.","Two adults and children wearing soccer jerseys and hats.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB3CE20>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F832CB3CEB0>","A man is swinging a baseball bat outside.","A man is swinging a golf club outside.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB3CF40>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7F832CB3CFD0>","Four smaller dogs are running away from the women on the bench.","Four smaller dogs are running away from the women on the bench next to an umbrella stand.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB3CF70>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=388x640 at 0x7F832CB3CDC0>","A couple stands next to a wedding cake.","A couple stands next to a wedding cake with sparklers on it.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB3C070>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F832CB3CD30>","A man skis using a sail in open snow-packed field.","A man skis using a sail in an open snow-packed field next to an igloo.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F832CB3C190>","add","obj","True","True","True","False","True","False","False"
