"image","caption","negative_caption","negative_image","type","subtype","text_score_i0","text_score_i1","image_score_c0","image_score_c1","text_score","image_score","group_score"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F2A3C2F1820>","Two young women are washing two motorcycles with hoses..","A toddler and two young women are washing two motorcycles with hoses.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3C2F1B50>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7F2A3C2F1E50>","A vase full of flowers is sitting on display.","A vase full of flowers and candles is sitting on display.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3ED0BB50>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F2A3ED0B160>","The basketball game is played by teams in white or blue uniforms.","A volleyball game is played by teams in white or blue uniforms.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3ED0B490>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=346x500 at 0x7F2A3ED0B520>","A skateboarder is turning his board at the top of a ramp.","A dj and a skateboarder are turning their board at the top of a ramp.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3ED0B610>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=270x360 at 0x7F2A3ED0B910>","A display case in a bakery filled with donuts.","A display case in a bakery filled with cupcakes and donuts.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3ED0B9A0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7F2A3ED0BD30>","A person jumps in the air and catches a frisbee at the beach.","A person jumps in the air and catches a kite and a frisbee at the beach.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3ED0BAF0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F2A3ED0B370>","The people are practicing riding their surfboards on the beach.","The people are practicing riding their surfboards and sitting under umbrellas on the beach.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A458F2130>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F2A458F2430>","A man standing in front of some clysdale horses in front of some houses.","A man standing in front of some clysdale horses and some tulips in front of some houses.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A458F2D90>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=424x640 at 0x7F2A458F22E0>","Persons of different origin standing in a hall.","Persons of different origin standing in a hall with paintings on the walls.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A458F2CD0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F2A458F2820>","Several cows and a horse are eating hay.","Several cows, a horse, and a rabbit are eating hay.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A458F2AF0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F2A458F27F0>","People playing the wii together in  a room.","People playing board games together in a room.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A458F2700>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F2A458F2220>","Two brown bears growling at each other while laying on a log.","Two brown bears growling at each other while standing near a waterfall.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A458F2DF0>","add","obj","False","True","True","True","False","True","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7F2A458F24C0>","A cow is standing on a street corner.","A cow and a dog are standing on a street corner.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A458F20A0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=426x640 at 0x7F2A459A54F0>","A person walking while carrying a rainbow umbrella.","A person on a bicycle is carrying a rainbow umbrella while riding.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A459A5CD0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F2A459A58E0>","A partial sliced open piece of bread with some hotdogs in the middle.","A partial sliced open piece of bread with some cheese and hotdogs in the middle.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A459A5700>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F2A458DB310>","This is a plate holding a double decker sandwich.","This is a plate holding a double decker sandwich and a pickle.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A458DB610>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x316 at 0x7F2A458DB5B0>","A man holding a surfboard walking on a beach next to the ocean.","A man and a child holding surfboards are walking on a beach next to the ocean.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A458DB7F0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7F2A458DB9D0>","Two jets are flying against a bright blue sky.","Two jets are flying against a backdrop of fluffy white clouds.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A458DBA30>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x458 at 0x7F2A458DBD90>","Bear cubs play among the fallen tree limbs.","Bear cubs play among the fallen tree limbs near a pond.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A458DBDF0>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x640 at 0x7F2A458DBC40>","There are two slices of pizza on a paper plate.","There are two slices of pizza on a paper plate and a glass of soda.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A458DBE80>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=509x640 at 0x7F2A458DBD60>","Two women are playing a wii game at a banquet hall.","Two women and a child are playing a wii game at a banquet hall.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A458DB730>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7F2A458DB400>","A white car and a white bus parked parallel from one another.","A white car and a black truck parked parallel from one another, with a white bus nearby.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A458DBB20>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F2A458DB3D0>","A woman standing on a sidewalk while using a cell phone.","A woman standing on a sidewalk while using an umbrella and a cell phone.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A4599DC10>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x423 at 0x7F2A4599D9A0>","A plaster external wall with multiple old paper images attached.","A plaster external wall with multiple old paper images and paintings attached.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A459A3130>","add","obj","False","True","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7F2A459A35E0>","A man holding a tennis racquet on a tennis court.","A man and a woman holding tennis racquets on a tennis court.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A459A3B50>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F2A459A3C40>","A young kid is holding a box of pizza.","A young kid and their grandparent are holding a box of pizza.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A459AC820>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F2A459AC760>","A man eats a hot dog while looking at the camera.","A man and a child eat a hot dog while looking at the camera.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A459ACF40>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=418x640 at 0x7F2A459AC8E0>","A man is on the court holding his racket.","A man and a woman are on the court holding their rackets.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3EDB2A30>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F2A3EDB2BB0>","A slice of pizza with a swirl of sauce on top.","A slice of pizza with olives and a swirl of sauce on top.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3EDB2FD0>","add","obj","False","True","True","True","False","True","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x639 at 0x7F2A3EDB2280>","A woman leans forward while swinging a tennis racket.","A man and a woman lean forward while swinging tennis rackets.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3EDB2460>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=478x640 at 0x7F2A3EDB2F70>","A table with food and a glass of red wine.","A table with food, candles, and a glass of red wine.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3EDB2730>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=426x640 at 0x7F2A3EDB2190>","A man and a women standing next to each other.","A man, woman, and child are standing next to each other.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37040460>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F2A37040160>","A small bathroom has a sink and a storage rack over the toilet.","A small bathroom has a sink, a storage rack over the toilet, and a shower curtain.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37040880>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F2A37040DC0>","A infant holding a baby toothbrush in his hand looking at it.","An infant holding a baby toothbrush in his hand and looking at himself in the mirror.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37040C40>","add","obj","True","True","True","False","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=612x612 at 0x7F2A370207C0>","An airplane flying in the sky over some trees.","An airplane flying in the sky over some trees and a lake.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37020910>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x555 at 0x7F2A37020A60>","A baby deer and a large deer are standing in the woods.","A baby deer and a fox and a large deer are standing in the woods.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37020370>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F2A37020220>","A very simple living area with a chair, sofa and tv.","A very simple living area with a chair and lamp on one side, and a sofa and tv on the other.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37020070>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F2A370202E0>","A red bench on a slanted floor has the coca-cola symbol on it.","A red bench on a slanted floor has a coca-cola symbol and a flower vase on it.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37020610>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F2A37093DC0>","Three different donuts one is pink one is brown and one has white sprinkles.","Three different donuts and cupcakes are on the table, one donut is pink, one is brown, and one has white sprinkles.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37093B20>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x322 at 0x7F2A37093940>","A street scene with a car passing by.","A street scene with a bicycle and a car passing by.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37093790>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F2A37093640>","Several people can be seen at the crest of the mountain.","Several people can be seen at the crest of the mountain overlooking a beautiful waterfall.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A370934F0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F2A370933A0>","A giraffe standing in tall grass with trees.","A giraffe and a zookeeper are standing in tall grass with trees.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A370935B0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x359 at 0x7F2A37093460>","A kitchen with a sink, dishwasher and boxes on the counter.","A kitchen with wine glasses, a sink, dishwasher, and boxes on the counter.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37093EE0>","add","obj","True","False","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7F2A3708BF10>","A woman standing at a kitchen counter pouring something from a measuring cup.","A woman standing at a kitchen counter pouring something from a measuring cup and holding a spatula.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3708BCA0>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F2A3708BAC0>","A man wearing glasses eating a hot dog.","A man and a child wearing glasses are eating a hot dog.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3708B850>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=388x640 at 0x7F2A3708B700>","A bride and groom near their wedding cake.","A bride, groom, and flower girl are near their wedding cake.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3708B5B0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F2A3708B460>","Searchlights in front view and a plane on a wide runway in the background.","Searchlights in front view and a helicopter and a plane on a wide runway in the background.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3708B0A0>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x424 at 0x7F2A3708B1F0>","A night time street scene of a street light and church.","A night time street scene of a street light, church, and skyscraper.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3708B340>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7F2A3708BE80>","An urban street with a streetlight, one way sign, and people walking.","An urban street with a park bench, streetlight, one way sign, and people walking.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37085970>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F2A37085E80>","Pair of giraffes exploring a large, airy zoo enclosure.","A pair of giraffes and a monkey are exploring a large, airy zoo enclosure.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37085CA0>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x514 at 0x7F2A37085A30>","A bird with outstretched blue wings is sitting on some bird feeder.","A bird with outstretched blue wings is sitting on a bird feeder with a squirrel.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37085910>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=361x640 at 0x7F2A370857C0>","A single slice of pizza with ham slices on it  on a plate.","A single slice of pizza with ham slices and pineapple chunks on it on a plate.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37085670>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F2A37085520>","Baseball players taking baseball bats from a wall.","Baseball players and a coach are taking baseball bats from a wall.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37085220>","add","obj","True","False","True","True","False","True","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F2A37085EB0>","A man in white shirt and black shorts playing tennis.","A man and a woman in white shirt and black shorts are playing tennis.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3707DAC0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=336x500 at 0x7F2A3707D940>","Two women playing a game with a nintendo wii controller.","Two women and a child are playing a game with a nintendo wii controller.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3707DCA0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x458 at 0x7F2A3707DC70>","Two animals playing outside on a tree branch.","Two animals playing outside near a water fountain and a tree branch.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3707D820>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7F2A3707D970>","Two people are playing in sand with a frisbee.","Two people are playing in sand with a frisbee and a beach ball.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3707DE20>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F2A3707DBB0>","Three men are skiing down a snow covered hill.","Two women and three men are skiing down a snow covered hill.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3707D9D0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7F2A3707DC40>","A man riding skis down a snow covered slope.","A man riding a snowboard down a snow covered slope.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3707DAF0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F2A3707D9A0>","A picture of a couple that just got married lying in a bed.","A picture of a couple that just got married lying in a bed with a book.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3707D7F0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F2A3707D2E0>","A woman on skis sliding down a snowy hill.","A woman and a child on skis sliding down a snowy hill.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3707D190>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x370 at 0x7F2A3707DF40>","A man is sleeping with his head on a pillow.","A man and a woman are sleeping with their heads on pillows.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37077E20>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F2A37077BB0>","A person is sitting with their dog watching tv.","A person is sitting with their dog and cat watching tv.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A370779D0>","add","obj","True","True","True","False","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F2A37077C40>","A group of people riding skis across a snow covered slope.","A group of people on sleds and skis are racing across a snow covered slope.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37077A90>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7F2A37077940>","A woman in a dress and pale makeup sitting by a table.","A woman in a dress and pale makeup sitting by a table with a lamp.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A370777F0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=431x640 at 0x7F2A37077250>","A dog and a horse stand together in a field.","A dog and a horse and a chicken stand together in a field.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37077100>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F2A370773A0>","People playing a game on green grass in front of a building.","People playing a game on green grass in front of a building with a fountain.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37077D90>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x445 at 0x7F2A37070DC0>","A boy is hitting a tennis ball on a tennis court.","A girl and a boy are hitting a tennis ball on a tennis court.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37070B50>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F2A37070970>","Two men playing a video game in the house.","A woman and two men are playing a video game in the house.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37070820>","add","obj","False","True","True","False","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F2A370706D0>","An man standing in a kitchen with a small puppy.","An man standing in a kitchen with a small puppy and a parrot.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37070580>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=612x612 at 0x7F2A370703D0>","Two adults and children wearing baseball uniforms and hats.","Two adults and children wearing soccer jerseys and hats.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A37070280>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F2A37070130>","A man is swinging a baseball bat outside.","A man is swinging a golf club outside.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A370703A0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7F2A37070FA0>","Four smaller dogs are running away from the women on the bench.","Four smaller dogs are running away from the women on the bench next to an umbrella stand.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3706ADF0>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=388x640 at 0x7F2A3706ABE0>","A couple stands next to a wedding cake.","A couple stands next to a wedding cake with sparklers on it.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3706AA00>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F2A3706A850>","A man skis using a sail in open snow-packed field.","A man skis using a sail in an open snow-packed field next to an igloo.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F2A3706A700>","add","obj","True","True","True","True","True","True","True"
