"image","caption","negative_caption","negative_image","type","subtype","text_score_i0","text_score_i1","image_score_c0","image_score_c1","text_score","image_score","group_score"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7EFED70AAAF0>","A man holding a tennis racquet on a tennis court.","A man and a woman holding tennis racquets on a tennis court.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED70AA9A0>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7EFED70AA7F0>","A young kid is holding a box of pizza.","A young kid and their grandparent are holding a box of pizza.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED70AA6A0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7EFED70AA550>","A man eats a hot dog while looking at the camera.","A man and a child eat a hot dog while looking at the camera.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED70AA250>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=418x640 at 0x7EFED70AAF40>","A man is on the court holding his racket.","A man and a woman are on the court holding their rackets.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED70A2D90>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFED70A2BB0>","A slice of pizza with a swirl of sauce on top.","A slice of pizza with olives and a swirl of sauce on top.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED70A2940>","add","obj","False","True","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x639 at 0x7EFED70A27F0>","A woman leans forward while swinging a tennis racket.","A man and a woman lean forward while swinging tennis rackets.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED70A26A0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=478x640 at 0x7EFED70A24F0>","A table with food and a glass of red wine.","A table with food, candles, and a glass of red wine.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED70A23A0>","add","obj","True","False","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=426x640 at 0x7EFED70A2250>","A man and a women standing next to each other.","A man, woman, and child are standing next to each other.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED70A2100>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7EFED70A22E0>","A small bathroom has a sink and a storage rack over the toilet.","A small bathroom has a sink, a storage rack over the toilet, and a shower curtain.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED70A2F70>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7EFED711BDC0>","A infant holding a baby toothbrush in his hand looking at it.","An infant holding a baby toothbrush in his hand and looking at himself in the mirror.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED711BBE0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=612x612 at 0x7EFED711B970>","An airplane flying in the sky over some trees.","An airplane flying in the sky over some trees and a lake.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED711B820>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x555 at 0x7EFED711B6D0>","A baby deer and a large deer are standing in the woods.","A baby deer and a fox and a large deer are standing in the woods.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED711B580>","add","obj","True","False","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EFED711B3D0>","A very simple living area with a chair, sofa and tv.","A very simple living area with a chair and lamp on one side, and a sofa and tv on the other.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED711B280>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFED711B130>","A red bench on a slanted floor has the coca-cola symbol on it.","A red bench on a slanted floor has a coca-cola symbol and a flower vase on it.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED711B310>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7EFED711BFA0>","Three different donuts one is pink one is brown and one has white sprinkles.","Three different donuts and cupcakes are on the table, one donut is pink, one is brown, and one has white sprinkles.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED7115DC0>","add","obj","True","False","True","True","False","True","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x322 at 0x7EFED7115B50>","A street scene with a car passing by.","A street scene with a bicycle and a car passing by.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED7115970>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFED7115820>","Several people can be seen at the crest of the mountain.","Several people can be seen at the crest of the mountain overlooking a beautiful waterfall.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED7115670>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7EFED7115520>","A giraffe standing in tall grass with trees.","A giraffe and a zookeeper are standing in tall grass with trees.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED7115790>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x359 at 0x7EFED7115640>","A kitchen with a sink, dishwasher and boxes on the counter.","A kitchen with wine glasses, a sink, dishwasher, and boxes on the counter.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED7115490>","add","obj","True","False","True","False","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7EFED71151F0>","A woman standing at a kitchen counter pouring something from a measuring cup.","A woman standing at a kitchen counter pouring something from a measuring cup and holding a spatula.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED7115FD0>","add","obj","True","False","True","False","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7EFED71DEAC0>","A man wearing glasses eating a hot dog.","A man and a child wearing glasses are eating a hot dog.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED71DEDF0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=388x640 at 0x7EFED71DE970>","A bride and groom near their wedding cake.","A bride, groom, and flower girl are near their wedding cake.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED71DED30>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFED71DEE80>","Searchlights in front view and a plane on a wide runway in the background.","Searchlights in front view and a helicopter and a plane on a wide runway in the background.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED71DE8E0>","add","obj","True","False","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x424 at 0x7EFED71DE7C0>","A night time street scene of a street light and church.","A night time street scene of a street light, church, and skyscraper.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED71DE9A0>","add","obj","True","False","True","True","False","True","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7EFED71DE850>","An urban street with a streetlight, one way sign, and people walking.","An urban street with a park bench, streetlight, one way sign, and people walking.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED71DE340>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EFED71DE4C0>","Pair of giraffes exploring a large, airy zoo enclosure.","A pair of giraffes and a monkey are exploring a large, airy zoo enclosure.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED71DE520>","add","obj","True","False","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x514 at 0x7EFED71DE0D0>","A bird with outstretched blue wings is sitting on some bird feeder.","A bird with outstretched blue wings is sitting on a bird feeder with a squirrel.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED71DE070>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=361x640 at 0x7EFED71DEAF0>","A single slice of pizza with ham slices on it  on a plate.","A single slice of pizza with ham slices and pineapple chunks on it on a plate.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED7107E20>","add","obj","True","False","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFED7107BB0>","Baseball players taking baseball bats from a wall.","Baseball players and a coach are taking baseball bats from a wall.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED71079D0>","add","obj","True","False","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7EFED7107C40>","A man in white shirt and black shorts playing tennis.","A man and a woman in white shirt and black shorts are playing tennis.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED7107AF0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=336x500 at 0x7EFED71079A0>","Two women playing a game with a nintendo wii controller.","Two women and a child are playing a game with a nintendo wii controller.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED71077F0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x458 at 0x7EFED71076A0>","Two animals playing outside on a tree branch.","Two animals playing outside near a water fountain and a tree branch.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED7107550>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7EFED7107400>","Two people are playing in sand with a frisbee.","Two people are playing in sand with a frisbee and a beach ball.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED7107D90>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EFEF61F7A30>","Three men are skiing down a snow covered hill.","Two women and three men are skiing down a snow covered hill.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEF61FEDC0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7EFEF61FEAF0>","A man riding skis down a snow covered slope.","A man riding a snowboard down a snow covered slope.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEF61FE250>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFEDF52E1C0>","A picture of a couple that just got married lying in a bed.","A picture of a couple that just got married lying in a bed with a book.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEDF52E430>","add","obj","True","True","True","False","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7EFEDF52E340>","A woman on skis sliding down a snowy hill.","A woman and a child on skis sliding down a snowy hill.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEDF52E040>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x370 at 0x7EFEDF52E400>","A man is sleeping with his head on a pillow.","A man and a woman are sleeping with their heads on pillows.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEDF52EA90>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EFEDF52EA30>","A person is sitting with their dog watching tv.","A person is sitting with their dog and cat watching tv.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEDF52EA60>","add","obj","True","True","True","False","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7EFEF61EDEB0>","A group of people riding skis across a snow covered slope.","A group of people on sleds and skis are racing across a snow covered slope.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEF61EDC10>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7EFEF61ED820>","A woman in a dress and pale makeup sitting by a table.","A woman in a dress and pale makeup sitting by a table with a lamp.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEF61EDD90>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=431x640 at 0x7EFEF61D8520>","A dog and a horse stand together in a field.","A dog and a horse and a chicken stand together in a field.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEF61D8FD0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7EFEF61D8AF0>","People playing a game on green grass in front of a building.","People playing a game on green grass in front of a building with a fountain.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEF61D8490>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x445 at 0x7EFEF61D80A0>","A boy is hitting a tennis ball on a tennis court.","A girl and a boy are hitting a tennis ball on a tennis court.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFEF61D8670>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7EFED7081BE0>","Two men playing a video game in the house.","A woman and two men are playing a video game in the house.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED7081B50>","add","obj","False","True","True","True","False","True","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7EFED7081EB0>","An man standing in a kitchen with a small puppy.","An man standing in a kitchen with a small puppy and a parrot.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED7081C10>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=612x612 at 0x7EFED7081C40>","Two adults and children wearing baseball uniforms and hats.","Two adults and children wearing soccer jerseys and hats.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED7081A60>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7EFED7081940>","A man is swinging a baseball bat outside.","A man is swinging a golf club outside.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED70819A0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7EFED7081A30>","Four smaller dogs are running away from the women on the bench.","Four smaller dogs are running away from the women on the bench next to an umbrella stand.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED7081D00>","add","obj","True","False","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=388x640 at 0x7EFED70815E0>","A couple stands next to a wedding cake.","A couple stands next to a wedding cake with sparklers on it.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED7081610>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7EFED7081700>","A man skis using a sail in open snow-packed field.","A man skis using a sail in an open snow-packed field next to an igloo.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7EFED70816A0>","add","obj","True","True","True","True","True","True","True"
