"image","caption","negative_caption","negative_image","type","subtype","text_score_i0","text_score_i1","image_score_c0","image_score_c1","text_score","image_score","group_score"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F89C3B75EE0>","A infant holding a baby toothbrush in his hand looking at it.","An infant holding a baby toothbrush in his hand and looking at himself in the mirror.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3B75C70>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=612x612 at 0x7F89C3B75A90>","An airplane flying in the sky over some trees.","An airplane flying in the sky over some trees and a lake.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3B75D00>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x555 at 0x7F89C3B75B50>","A baby deer and a large deer are standing in the woods.","A baby deer and a fox and a large deer are standing in the woods.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3B75A00>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F89C3B758B0>","A very simple living area with a chair, sofa and tv.","A very simple living area with a chair and lamp on one side, and a sofa and tv on the other.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3B75760>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F89C3B755B0>","A red bench on a slanted floor has the coca-cola symbol on it.","A red bench on a slanted floor has a coca-cola symbol and a flower vase on it.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3B75460>","add","obj","False","True","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F89C3B75E50>","Three different donuts one is pink one is brown and one has white sprinkles.","Three different donuts and cupcakes are on the table, one donut is pink, one is brown, and one has white sprinkles.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89E06057C0>","add","obj","True","True","True","False","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x322 at 0x7F89C3BC2C70>","A street scene with a car passing by.","A street scene with a bicycle and a car passing by.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3BC2D30>","add","obj","False","True","True","True","False","True","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F89C3BC2C10>","Several people can be seen at the crest of the mountain.","Several people can be seen at the crest of the mountain overlooking a beautiful waterfall.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3BC29D0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F89C3BC2970>","A giraffe standing in tall grass with trees.","A giraffe and a zookeeper are standing in tall grass with trees.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3BC2850>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x359 at 0x7F89C3BC26A0>","A kitchen with a sink, dishwasher and boxes on the counter.","A kitchen with wine glasses, a sink, dishwasher, and boxes on the counter.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3BC2640>","add","obj","True","False","True","False","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7F89C3BC24F0>","A woman standing at a kitchen counter pouring something from a measuring cup.","A woman standing at a kitchen counter pouring something from a measuring cup and holding a spatula.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3BC2490>","add","obj","True","False","True","False","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F89C3BC22E0>","A man wearing glasses eating a hot dog.","A man and a child wearing glasses are eating a hot dog.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3BC2EE0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=388x640 at 0x7F89C3BC23D0>","A bride and groom near their wedding cake.","A bride, groom, and flower girl are near their wedding cake.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3BC2E20>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F89C3BC2FA0>","Searchlights in front view and a plane on a wide runway in the background.","Searchlights in front view and a helicopter and a plane on a wide runway in the background.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3BC2CA0>","add","obj","True","False","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x424 at 0x7F89C3B6EDF0>","A night time street scene of a street light and church.","A night time street scene of a street light, church, and skyscraper.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3B6EC10>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=375x500 at 0x7F89C3B6EA00>","An urban street with a streetlight, one way sign, and people walking.","An urban street with a park bench, streetlight, one way sign, and people walking.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3B6E850>","add","obj","True","True","True","False","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F89C3B6E700>","Pair of giraffes exploring a large, airy zoo enclosure.","A pair of giraffes and a monkey are exploring a large, airy zoo enclosure.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3B6E5B0>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x514 at 0x7F89C3B6E460>","A bird with outstretched blue wings is sitting on some bird feeder.","A bird with outstretched blue wings is sitting on a bird feeder with a squirrel.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3B6E340>","add","obj","False","True","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=361x640 at 0x7F89C3B6EFD0>","A single slice of pizza with ham slices on it  on a plate.","A single slice of pizza with ham slices and pineapple chunks on it on a plate.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3B67F40>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F89C3B67CD0>","Baseball players taking baseball bats from a wall.","Baseball players and a coach are taking baseball bats from a wall.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3B67AF0>","add","obj","True","False","False","True","False","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F89C3B67D60>","A man in white shirt and black shorts playing tennis.","A man and a woman in white shirt and black shorts are playing tennis.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3B67C10>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=336x500 at 0x7F89C3B67AC0>","Two women playing a game with a nintendo wii controller.","Two women and a child are playing a game with a nintendo wii controller.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3B67910>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x458 at 0x7F89C3B677C0>","Two animals playing outside on a tree branch.","Two animals playing outside near a water fountain and a tree branch.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3B67670>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7F89C3B67520>","Two people are playing in sand with a frisbee.","Two people are playing in sand with a frisbee and a beach ball.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3B67220>","add","obj","True","True","True","False","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F89C3B67EB0>","Three men are skiing down a snow covered hill.","Two women and three men are skiing down a snow covered hill.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3C3EC10>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7F89C3C3EDC0>","A man riding skis down a snow covered slope.","A man riding a snowboard down a snow covered slope.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3C3ECD0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F89C3C3E850>","A picture of a couple that just got married lying in a bed.","A picture of a couple that just got married lying in a bed with a book.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3C3E970>","add","obj","True","True","True","False","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F89C3C3E910>","A woman on skis sliding down a snowy hill.","A woman and a child on skis sliding down a snowy hill.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3C3E760>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x370 at 0x7F89C3C3E700>","A man is sleeping with his head on a pillow.","A man and a woman are sleeping with their heads on pillows.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3C3E3A0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F89C3C3E550>","A person is sitting with their dog watching tv.","A person is sitting with their dog and cat watching tv.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3C3E5B0>","add","obj","True","True","True","False","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F89C3C3E340>","A group of people riding skis across a snow covered slope.","A group of people on sleds and skis are racing across a snow covered slope.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3C3ED30>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7F89C3C3E0D0>","A woman in a dress and pale makeup sitting by a table.","A woman in a dress and pale makeup sitting by a table with a lamp.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3C3EA00>","add","obj","True","True","False","True","True","False","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=431x640 at 0x7F89C3C3EE50>","A dog and a horse stand together in a field.","A dog and a horse and a chicken stand together in a field.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89C3C3EA90>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F89EC4A4070>","People playing a game on green grass in front of a building.","People playing a game on green grass in front of a building with a fountain.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89EC49D820>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x445 at 0x7F89EC4AC9A0>","A boy is hitting a tennis ball on a tennis court.","A girl and a boy are hitting a tennis ball on a tennis court.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89EC4AC0A0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F89EC4AC580>","Two men playing a video game in the house.","A woman and two men are playing a video game in the house.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89EC4AC130>","add","obj","False","True","True","True","False","True","False"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F89EC4AC880>","An man standing in a kitchen with a small puppy.","An man standing in a kitchen with a small puppy and a parrot.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89E17CD2E0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=612x612 at 0x7F89E17CDB80>","Two adults and children wearing baseball uniforms and hats.","Two adults and children wearing soccer jerseys and hats.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89E17CD520>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F89E17CDAF0>","A man is swinging a baseball bat outside.","A man is swinging a golf club outside.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89E17CD700>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7F89E17CD730>","Four smaller dogs are running away from the women on the bench.","Four smaller dogs are running away from the women on the bench next to an umbrella stand.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89E17CD5E0>","add","obj","True","True","True","True","True","True","True"
"<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=388x640 at 0x7F89EC49CCA0>","A couple stands next to a wedding cake.","A couple stands next to a wedding cake with sparklers on it.","<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7F89EC49CE50>","add","obj","True","True","True","True","True","True","True"
